video_id,TaxonName,LifeForm,PresentStatus,word,category,time_period,created_at
1SW4I5oAbrY,Aratinga jandaya,Birds,alien,comprar,eCommerce,Post-Introduction,2018-12-02T19:28:39Z
1SW4I5oAbrY,Aratinga jandaya,Birds,alien,aquarios,eCommerce,Post-Introduction,2018-12-02T00:45:00Z
1SW4I5oAbrY,Aratinga jandaya,Birds,alien,loja,eCommerce,Post-Introduction,2018-12-01T21:14:52Z
mGXBJIpUEAI,Aratinga jandaya,Birds,alien,precio,eCommerce,Post-Introduction,2025-03-08T23:31:10Z
mGXBJIpUEAI,Aratinga jandaya,Birds,alien,visto,Detection,Post-Introduction,2025-03-04T14:11:32Z
7GLcDLJc9d4,Balistoides conspicillum,Fishes,uncertain,comprei,eCommerce,Post-Introduction,2017-11-28T08:52:33Z
7GLcDLJc9d4,Balistoides conspicillum,Fishes,uncertain,aquario,eCommerce,Post-Introduction,2017-11-28T08:52:33Z
NkFFa6M5m6s,Belonochilus numenius,Insects,established,plaga,Invasion,Post-Introduction,2023-10-22T23:29:46Z
NkFFa6M5m6s,Belonochilus numenius,Insects,established,visto,Detection,Post-Introduction,2023-10-22T23:29:46Z
NkFFa6M5m6s,Belonochilus numenius,Insects,established,aparecieron,Detection,Post-Introduction,2019-10-23T18:52:27Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2022-04-06T04:35:03Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2022-04-06T20:31:39Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2022-04-06T04:48:19Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2022-04-06T04:48:19Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,aparece,Detection,Post-Introduction,2022-04-06T04:48:19Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,manejo,Detection,Post-Introduction,2022-04-06T04:48:19Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,control,Detection,Post-Introduction,2022-04-06T05:11:05Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,seguimiento,Detection,Post-Introduction,2022-04-06T05:11:05Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,seguimiento,Detection,Post-Introduction,2022-04-06T12:51:42Z
SQbxXXZT6FQ,Bemisia tabaci,Insects,alien,aparece,Detection,Post-Introduction,2022-04-06T12:51:42Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2025-08-09T15:12:59Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,danino,Threat,Post-Introduction,2025-06-16T11:56:35Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2025-06-10T03:09:21Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,control,Detection,Post-Introduction,2025-06-10T03:09:21Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2024-02-22T02:22:56Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,peligro,Threat,Post-Introduction,2023-08-29T20:07:21Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2023-08-29T20:07:21Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2023-07-07T11:49:11Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2023-02-23T13:50:38Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2022-07-07T21:15:35Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2022-04-14T17:20:57Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2022-03-27T08:48:14Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,mercado,eCommerce,Post-Introduction,2021-10-02T20:03:21Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-08-29T16:37:11Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-05-26T17:12:28Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-04-29T00:42:12Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2021-04-29T00:42:12Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,caro,eCommerce,Post-Introduction,2021-04-22T20:26:03Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,control,Detection,Post-Introduction,2021-04-11T14:37:47Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-04-10T15:19:35Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-03-23T04:03:20Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-01-29T02:41:41Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-01-24T14:31:29Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,compre,eCommerce,Post-Introduction,2021-01-20T16:36:11Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2023-04-08T22:41:01Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,peligroso,Threat,Post-Introduction,2022-11-06T18:11:04Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,riesgo,Threat,Post-Introduction,2022-11-06T18:11:04Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-05-30T22:16:38Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,controlar,Detection,Post-Introduction,2021-05-30T22:16:38Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-03-25T22:33:43Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2021-03-25T22:33:43Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-02-09T08:55:14Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,precio,eCommerce,Post-Introduction,2020-09-22T03:13:29Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-09-02T18:15:54Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,compre,eCommerce,Post-Introduction,2020-07-05T17:53:01Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2020-06-26T21:25:07Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,controlar,Detection,Post-Introduction,2020-04-26T03:36:07Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,atacando,Threat,Post-Introduction,2020-01-22T20:24:08Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-10-06T17:41:11Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-10-03T19:02:35Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-08-30T13:36:53Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2019-08-11T15:48:53Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,control,Detection,Post-Introduction,2019-07-02T20:37:24Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,control,Detection,Post-Introduction,2019-05-13T03:38:34Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2019-05-13T03:38:34Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2019-05-13T03:35:42Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,comprar,eCommerce,Post-Introduction,2019-05-13T03:35:42Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2020-02-18T18:24:28Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,descubierto,Detection,Post-Introduction,2020-02-28T15:05:00Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,compre,eCommerce,Post-Introduction,2020-02-28T15:05:00Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2020-02-28T15:05:00Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2020-04-23T08:20:01Z
1Rr-ocW6uWw,Bemisia tabaci,Insects,alien,aparece,Detection,Post-Introduction,2020-08-30T03:25:20Z
oFsPXVXOCr4,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2025-12-12T17:31:26Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,comprar,eCommerce,Post-Introduction,2021-05-14T20:12:56Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,ataca,Threat,Post-Introduction,2021-02-01T17:50:30Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-01-27T14:11:25Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2021-01-20T02:38:07Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,encontre,Detection,Post-Introduction,2021-01-17T01:51:52Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,mercado,eCommerce,Post-Introduction,2021-01-17T01:51:52Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2021-01-15T08:36:13Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,invasora,Invasion,Post-Introduction,2021-01-14T23:44:04Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2021-01-14T23:44:04Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,vista,Detection,Post-Introduction,2021-01-14T22:44:07Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,comprar,eCommerce,Post-Introduction,2021-01-14T22:44:07Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,vistas,Detection,Post-Introduction,2021-01-14T22:44:07Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,reciente,Detection,Post-Introduction,2021-01-14T17:28:00Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,invasora,Invasion,Post-Introduction,2021-01-15T09:44:33Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,riesgo,Threat,Post-Introduction,2021-01-18T16:15:02Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,danino,Threat,Post-Introduction,2021-01-18T16:15:02Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,mercado,eCommerce,Post-Introduction,2021-01-15T15:51:16Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,venta,eCommerce,Post-Introduction,2021-01-16T13:49:57Z
GW3a3jgH3kc,Bemisia tabaci,Insects,alien,encontre,Detection,Post-Introduction,2021-01-16T13:49:57Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2017-08-21T10:08:15Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2025-03-10T08:42:55Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,tranpa,Detection,Post-Introduction,2024-11-23T00:52:02Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2024-11-23T00:52:02Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2024-04-12T21:56:28Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2023-06-18T12:50:43Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2023-04-13T09:55:51Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2022-11-10T14:07:00Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2022-09-23T09:38:04Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2022-08-30T03:57:14Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2022-02-20T22:39:48Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2022-02-14T05:28:12Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,controlar,Detection,Post-Introduction,2022-02-14T05:28:12Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-12-17T14:09:35Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-12-09T23:02:23Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-06-01T16:53:51Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2021-04-06T14:44:40Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2021-03-24T01:17:11Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2021-03-10T20:20:34Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,cara,eCommerce,Post-Introduction,2021-03-07T20:57:13Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,descubrimiento,Detection,Post-Introduction,2021-03-04T22:34:31Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2021-02-26T17:34:35Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,epidemia,Threat,Post-Introduction,2021-02-26T17:34:35Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2021-02-23T23:31:54Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-12-12T22:30:44Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-11-24T00:21:55Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-10-14T18:26:17Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,compre,eCommerce,Post-Introduction,2020-10-12T00:59:01Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-08-27T00:35:35Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-08-26T23:31:54Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-07-06T23:45:28Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-06-07T09:11:38Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,riesgo,Threat,Post-Introduction,2020-05-14T19:08:49Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2020-05-12T00:08:37Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2020-05-08T16:28:13Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,ataca,Threat,Post-Introduction,2020-04-27T02:34:14Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-04-20T14:17:22Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,atacado,Threat,Post-Introduction,2020-04-16T01:15:32Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2020-04-12T19:48:36Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-04-01T02:46:09Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2020-03-19T05:09:53Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2019-10-16T01:30:04Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,nocivo,Threat,Post-Introduction,2019-08-08T18:20:55Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,compre,eCommerce,Post-Introduction,2019-07-28T15:32:20Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2019-06-16T00:17:22Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-05-01T13:11:06Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampa,Detection,Post-Introduction,2019-03-24T14:49:40Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2019-03-04T12:52:31Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-03-03T18:27:54Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2019-02-06T19:26:13Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2025-01-10T00:26:21Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2025-01-10T00:26:21Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,trampas,Detection,Post-Introduction,2025-01-10T00:26:21Z
J2t0WElEqVY,Bemisia tabaci,Insects,alien,toxicidad,Threat,Post-Introduction,2019-08-12T11:37:38Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,comprar,eCommerce,Post-Introduction,2021-05-28T16:04:55Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,precios,eCommerce,Post-Introduction,2021-05-28T16:04:55Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2025-02-20T12:35:46Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,plaga,Invasion,Post-Introduction,2023-04-13T02:18:52Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,caro,eCommerce,Post-Introduction,2023-04-13T02:18:52Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,plagas,Invasion,Post-Introduction,2023-04-13T02:18:52Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,tienda,eCommerce,Post-Introduction,2023-04-13T02:18:52Z
ftUa6Mo4oJE,Bemisia tabaci,Insects,alien,visto,Detection,Post-Introduction,2023-04-13T02:18:52Z
