video_id,created_at,viewCount,likeCount,commentCount,TaxonName,Region,LifeForm,PresentStatus,word,time_period,KeywordCategory,category,FirstRecord,FirstRecordDate,token_source
XVyhcvA5SUI,2023-08-24T13:00:33Z,903,10,0,Bursaphelenchus_xylophilus,Spain,Non-arthropod invertebrates,established,nocivo,Post-Introduction,Threat,Threat,2008,2008-06-01T00:00:00Z,title_description
XMLG7frKE2Y,2010-05-11T16:19:54Z,508,1,0,Bursaphelenchus_xylophilus,Spain,Non-arthropod invertebrates,established,praga,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
NW7qbwjJIhs,2024-10-06T21:34:22Z,768,18,2,Caloenas_nicobarica,Spain,Birds,casual,exotica,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
NW7qbwjJIhs,2024-10-06T21:34:22Z,768,18,2,Caloenas_nicobarica,Spain,Birds,casual,exotica,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
QnQ3Q8EcgYE,2024-03-06T22:01:42Z,37,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
e4RjL4qlrx4,2024-02-07T17:51:59Z,406,3,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
NQ6rP4wI3SU,2024-01-11T23:33:32Z,16,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
oeqxUWH0E50,2023-11-27T22:19:32Z,16,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
zLvNc_hE1ag,2021-11-13T11:00:34Z,34047,532,90,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
zLvNc_hE1ag,2021-11-13T11:00:34Z,34047,532,90,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
2ZNZLxhlZyA,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
2ZNZLxhlZyA,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,monitoreo,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
2ZNZLxhlZyA,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
Dj7d0IX5NnM,2019-12-19T22:03:56Z,131,5,4,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
Dj7d0IX5NnM,2019-12-19T22:03:56Z,131,5,4,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
jll74hRSjQw,2021-10-28T11:36:46Z,94,0,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
GPtWrEj01VI,2022-11-01T11:30:07Z,82,2,0,Ceratitis_capitata,Spain,Insects,established,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
BaloXAUhjn4,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,armadilha,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
BaloXAUhjn4,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,armadilha,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
BaloXAUhjn4,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,capturar,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
7VdgX7gGBoY,2024-07-16T19:00:04Z,102199,3504,258,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
7VdgX7gGBoY,2024-07-16T19:00:04Z,102199,3504,258,Ceratitis_capitata,Spain,Insects,established,peligrosa,Post-Introduction,Threat,Threat,2006,2006-06-01T00:00:00Z,title_description
FiF2zKXkT8M,2019-07-24T15:18:05Z,548,4,1,Ceratitis_capitata,Spain,Insects,established,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
61kOhcFzWJc,2024-07-22T16:51:06Z,98,3,0,Ceratitis_capitata,Spain,Insects,established,manejo,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
61kOhcFzWJc,2024-07-22T16:51:06Z,98,3,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
ySaF6C2w0Lg,2011-08-23T00:03:44Z,8264,7,0,Ceratitis_capitata,Spain,Insects,established,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
zl3hA5jV0tI,2017-06-16T18:14:43Z,52,0,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
zl3hA5jV0tI,2017-06-16T18:14:43Z,52,0,0,Ceratitis_capitata,Spain,Insects,established,plagues,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
bcH7EiDPRM8,2024-01-24T19:34:15Z,115,3,0,Ceratitis_capitata,Spain,Insects,established,mercado,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T00:00:00Z,title_description
vEFiV78cZpQ,2016-10-04T17:47:41Z,936,6,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
a7GhKQpizVE,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,aquario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
a7GhKQpizVE,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,aquario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
a7GhKQpizVE,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,capturados,Post-Introduction,Detection,Detection,2013,2013-09-01T00:00:00Z,title_description
fi3R0hhNRPI,2019-10-14T18:38:55Z,20452,319,61,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
V5HeskiLNRY,2025-03-08T17:00:36Z,5035,129,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,mascota,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
zs-D1BSIt2g,2008-09-28T21:57:15Z,13355,5,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Pre-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
zs-D1BSIt2g,2008-09-28T21:57:15Z,13355,5,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Pre-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
yJujnELHFxk,2021-01-24T21:14:03Z,61,1,0,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
yJujnELHFxk,2021-01-24T21:14:03Z,61,1,0,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
LIoM1vMr_FA,2022-05-27T13:33:52Z,133,5,3,Chloephaga_picta,Portugal,Birds,casual,registro,Post-Introduction,Detection,Detection,2008,2008-06-01T00:00:00Z,title_description
TFKZ8p_sVAg,2024-03-06T22:59:52Z,7,0,0,Columbina_talpacoti,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2013,2013-06-01T00:00:00Z,title_description
fRHLvN2Kcts,2025-07-23T09:09:12Z,1853,13,2,Corvus_albus,Portugal,Birds,alien,avistamiento,Post-Introduction,Detection,Detection,2015,2015-06-01T00:00:00Z,title_description
fRHLvN2Kcts,2025-07-23T09:09:12Z,1853,13,2,Corvus_albus,Portugal,Birds,alien,observado,Post-Introduction,Detection,Detection,2015,2015-06-01T00:00:00Z,title_description
-E8rCCeVBq0,2022-01-24T08:50:57Z,1930,18,0,Cydalima_perspectalis,Spain,Insects,established,exotica,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
-E8rCCeVBq0,2022-01-24T08:50:57Z,1930,18,0,Cydalima_perspectalis,Spain,Insects,established,invasora,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
HYyXRARxKm8,2015-04-29T18:43:54Z,11346,72,10,Cydalima_perspectalis,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
HYyXRARxKm8,2015-04-29T18:43:54Z,11346,72,10,Cydalima_perspectalis,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
70PFTOgsg8Q,2019-10-04T11:11:14Z,2578,16,0,Cydalima_perspectalis,Spain,Insects,established,invasora,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
70PFTOgsg8Q,2019-10-04T11:11:14Z,2578,16,0,Cydalima_perspectalis,Spain,Insects,established,amenaza,Post-Introduction,Threat,Threat,2014,2014-06-01T00:00:00Z,title_description
xky_cApio_s,2018-08-22T10:35:53Z,157,0,0,Cydalima_perspectalis,Spain,Insects,established,observada,Post-Introduction,Detection,Detection,2014,2014-06-01T00:00:00Z,title_description
4BjW093-fSs,2024-04-18T07:10:01Z,51,2,0,Cydalima_perspectalis,Spain,Insects,established,invasores,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
4BjW093-fSs,2024-04-18T07:10:01Z,51,2,0,Cydalima_perspectalis,Spain,Insects,established,invasores,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
w72PJqmQjSU,2021-05-18T07:30:54Z,1202,3,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
UgE8mj5AhhY,2023-03-16T12:14:58Z,6511,95,2,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
UgE8mj5AhhY,2023-03-16T12:14:58Z,6511,95,2,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
Y5m3kuYgf4g,2020-06-14T20:17:38Z,2692,56,3,Delottococcus_aberiae,Spain,Insects,alien,afectando,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
1OTQNIxzkck,2021-09-22T07:27:11Z,606,6,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
1OTQNIxzkck,2021-09-22T07:27:11Z,606,6,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
WgpiLu4ALrs,2023-03-09T08:34:52Z,674,3,0,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
27DG3eD1yOw,2021-07-19T09:30:33Z,21,0,0,Delottococcus_aberiae,Spain,Insects,alien,proliferacion,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
OjVVdYTq2jY,2021-08-30T06:23:27Z,1065,20,,Delottococcus_aberiae,Spain,Insects,alien,controlar,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
OjVVdYTq2jY,2021-08-30T06:23:27Z,1065,20,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
Y15Lg8NW4Vg,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
Y15Lg8NW4Vg,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
Y15Lg8NW4Vg,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
Ya_oA4zjvqU,2021-08-22T04:41:39Z,369,19,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
