video_id,created_at,viewCount,likeCount,commentCount,TaxonName,Region,LifeForm,PresentStatus,word,time_period,KeywordCategory,category,FirstRecord,FirstRecordDate,token_source
video_006641,2015-07-09T10:23:37Z,17163,30,6,Belonochilus_numenius,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_006641,2015-07-09T10:23:37Z,17163,30,6,Belonochilus_numenius,Spain,Insects,established,ataca,Post-Introduction,Threat,Threat,2008,2008-06-01T00:00:00Z,title_description
video_004411,2022-07-18T11:12:38Z,196,3,0,Bemisia_tabaci,Spain,Insects,alien,aparecer,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_010057,2022-10-19T06:40:47Z,118918,918,28,Bemisia_tabaci,Spain,Insects,alien,aparicion,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000661,2019-01-18T23:44:12Z,734486,21296,362,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000661,2019-01-18T23:44:12Z,734486,21296,362,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_009316,2020-07-14T07:07:36Z,3031,16,1,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_014013,2023-08-08T19:30:09Z,23586,754,14,Bemisia_tabaci,Spain,Insects,alien,aparecer,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005392,2013-06-21T00:14:42Z,868594,19050,929,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005392,2013-06-21T00:14:42Z,868594,19050,929,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005392,2013-06-21T00:14:42Z,868594,19050,929,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_015872,2022-04-03T18:15:02Z,2221,127,31,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_011745,2023-07-28T22:00:15Z,2773,111,195,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_011745,2023-07-28T22:00:15Z,2773,111,195,Bemisia_tabaci,Spain,Insects,alien,ataca,Post-Introduction,Threat,Threat,2006,2006-06-01T00:00:00Z,title_description
video_004787,2020-09-02T06:27:41Z,1953,2,0,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_013669,2023-03-16T19:50:16Z,4258,214,5,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_013669,2023-03-16T19:50:16Z,4258,214,5,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_013669,2023-03-16T19:50:16Z,4258,214,5,Bemisia_tabaci,Spain,Insects,alien,descuento,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T00:00:00Z,title_description
video_013669,2023-03-16T19:50:16Z,4258,214,5,Bemisia_tabaci,Spain,Insects,alien,descuento,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T00:00:00Z,title_description
video_013574,2019-04-25T15:58:16Z,817590,19070,700,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_011247,2025-06-17T07:06:08Z,1570,9,0,Bemisia_tabaci,Spain,Insects,alien,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_011247,2025-06-17T07:06:08Z,1570,9,0,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001642,2016-10-13T19:01:12Z,3377,14,0,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001642,2016-10-13T19:01:12Z,3377,14,0,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_012614,2022-10-14T07:47:25Z,1516,25,2,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_006219,2023-07-14T12:11:49Z,609,14,0,Bemisia_tabaci,Spain,Insects,alien,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005419,2012-03-29T17:16:03Z,32340,50,1,Bemisia_tabaci,Spain,Insects,alien,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005419,2012-03-29T17:16:03Z,32340,50,1,Bemisia_tabaci,Spain,Insects,alien,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_005419,2012-03-29T17:16:03Z,32340,50,1,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_001869,2015-05-22T21:58:57Z,18166,72,8,Bemisia_tabaci,Spain,Insects,alien,controlar,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001869,2015-05-22T21:58:57Z,18166,72,8,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_001869,2015-05-22T21:58:57Z,18166,72,8,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001869,2015-05-22T21:58:57Z,18166,72,8,Bemisia_tabaci,Spain,Insects,alien,controlar,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_013843,2024-12-02T12:23:13Z,240,1,,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_013843,2024-12-02T12:23:13Z,240,1,,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_012696,2022-05-25T22:21:15Z,5579,306,39,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_004946,2023-06-21T05:13:31Z,1810,30,2,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_004946,2023-06-21T05:13:31Z,1810,30,2,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_000858,2020-10-15T20:16:57Z,577,8,0,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000858,2020-10-15T20:16:57Z,577,8,0,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_012096,2018-06-21T16:00:03Z,1840050,39799,1791,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_012096,2018-06-21T16:00:03Z,1840050,39799,1791,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_000905,2018-06-08T01:19:37Z,1527,13,0,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_000930,2020-07-09T12:40:13Z,995,8,0,Bemisia_tabaci,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_016865,2022-05-08T11:19:04Z,3942,57,19,Branta_canadensis,Portugal,Birds,established,peligroso,Post-Introduction,Threat,Threat,2008,2008-06-01T00:00:00Z,title_description
video_016465,2024-02-24T15:00:54Z,258,22,1,Branta_canadensis,Portugal,Birds,established,nativa,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_016465,2024-02-24T15:00:54Z,258,22,1,Branta_canadensis,Portugal,Birds,established,introduzida,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_009308,2023-08-24T13:00:33Z,903,10,0,Bursaphelenchus_xylophilus,Spain,Non-arthropod invertebrates,established,control,Post-Introduction,Detection,Detection,2008,2008-06-01T00:00:00Z,title_description
video_009308,2023-08-24T13:00:33Z,903,10,0,Bursaphelenchus_xylophilus,Spain,Non-arthropod invertebrates,established,nocivo,Post-Introduction,Threat,Threat,2008,2008-06-01T00:00:00Z,title_description
video_009263,2010-05-11T16:19:54Z,508,1,0,Bursaphelenchus_xylophilus,Spain,Non-arthropod invertebrates,established,praga,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_006589,2024-10-06T21:34:22Z,768,18,2,Caloenas_nicobarica,Spain,Birds,casual,exotica,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_006589,2024-10-06T21:34:22Z,768,18,2,Caloenas_nicobarica,Spain,Birds,casual,exotica,Post-Introduction,Invasion,Invasion,2008,2008-06-01T00:00:00Z,title_description
video_007463,2024-03-06T22:01:42Z,37,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
video_011330,2024-02-07T17:51:59Z,406,3,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
video_006562,2024-01-11T23:33:32Z,16,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
video_014126,2023-11-27T22:19:32Z,16,0,0,Caracara_plancus,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2010,2010-06-01T00:00:00Z,title_description
video_016920,2021-11-13T11:00:34Z,34047,532,90,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_016920,2021-11-13T11:00:34Z,34047,532,90,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000957,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,control,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000957,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,monitoreo,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_000957,2024-03-26T12:13:34Z,46,0,0,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_003968,2019-12-19T22:03:56Z,131,5,4,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_003968,2019-12-19T22:03:56Z,131,5,4,Ceratitis_capitata,Spain,Insects,established,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_012807,2021-10-28T11:36:46Z,94,0,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_004688,2022-11-01T11:30:07Z,82,2,0,Ceratitis_capitata,Spain,Insects,established,plagas,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_003439,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,armadilha,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_003439,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,armadilha,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_003439,2025-08-01T11:15:18Z,147,0,0,Ceratitis_capitata,Spain,Insects,established,capturar,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_002323,2024-07-16T19:00:04Z,102199,3504,258,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_002323,2024-07-16T19:00:04Z,102199,3504,258,Ceratitis_capitata,Spain,Insects,established,peligrosa,Post-Introduction,Threat,Threat,2006,2006-06-01T00:00:00Z,title_description
video_004490,2019-07-24T15:18:05Z,548,4,1,Ceratitis_capitata,Spain,Insects,established,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001950,2024-07-22T16:51:06Z,98,3,0,Ceratitis_capitata,Spain,Insects,established,manejo,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_001950,2024-07-22T16:51:06Z,98,3,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_016678,2011-08-23T00:03:44Z,8264,7,0,Ceratitis_capitata,Spain,Insects,established,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T00:00:00Z,title_description
video_017018,2017-06-16T18:14:43Z,52,0,0,Ceratitis_capitata,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_017018,2017-06-16T18:14:43Z,52,0,0,Ceratitis_capitata,Spain,Insects,established,plagues,Post-Introduction,Invasion,Invasion,2006,2006-06-01T00:00:00Z,title_description
video_010705,2024-01-24T19:34:15Z,115,3,0,Ceratitis_capitata,Spain,Insects,established,mercado,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T00:00:00Z,title_description
video_015845,2016-10-04T17:47:41Z,936,6,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_010302,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,aquario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_010302,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,aquario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_010302,2014-01-05T19:13:06Z,91772,423,64,Cherax_quadricarinatus,Spain,Crustaceans,alien,capturados,Post-Introduction,Detection,Detection,2013,2013-09-01T00:00:00Z,title_description
video_011764,2019-10-14T18:38:55Z,20452,319,61,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_008657,2025-03-08T17:00:36Z,5035,129,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,mascota,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_017053,2008-09-28T21:57:15Z,13355,5,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Pre-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_017053,2008-09-28T21:57:15Z,13355,5,3,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Pre-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_016640,2021-01-24T21:14:03Z,61,1,0,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_016640,2021-01-24T21:14:03Z,61,1,0,Cherax_quadricarinatus,Spain,Crustaceans,alien,acuario,Post-Introduction,eCommerce,eCommerce,2013,2013-09-01T00:00:00Z,title_description
video_006008,2022-05-27T13:33:52Z,133,5,3,Chloephaga_picta,Portugal,Birds,casual,registro,Post-Introduction,Detection,Detection,2008,2008-06-01T00:00:00Z,title_description
video_008130,2024-03-06T22:59:52Z,7,0,0,Columbina_talpacoti,Spain,Birds,casual,avistamiento,Post-Introduction,Detection,Detection,2013,2013-06-01T00:00:00Z,title_description
video_011696,2025-07-23T09:09:12Z,1853,13,2,Corvus_albus,Portugal,Birds,alien,avistamiento,Post-Introduction,Detection,Detection,2015,2015-06-01T00:00:00Z,title_description
video_011696,2025-07-23T09:09:12Z,1853,13,2,Corvus_albus,Portugal,Birds,alien,observado,Post-Introduction,Detection,Detection,2015,2015-06-01T00:00:00Z,title_description
video_000059,2022-01-24T08:50:57Z,1930,18,0,Cydalima_perspectalis,Spain,Insects,established,exotica,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_000059,2022-01-24T08:50:57Z,1930,18,0,Cydalima_perspectalis,Spain,Insects,established,invasora,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_005003,2015-04-29T18:43:54Z,11346,72,10,Cydalima_perspectalis,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_005003,2015-04-29T18:43:54Z,11346,72,10,Cydalima_perspectalis,Spain,Insects,established,plaga,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_002182,2019-10-04T11:11:14Z,2578,16,0,Cydalima_perspectalis,Spain,Insects,established,invasora,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_002182,2019-10-04T11:11:14Z,2578,16,0,Cydalima_perspectalis,Spain,Insects,established,amenaza,Post-Introduction,Threat,Threat,2014,2014-06-01T00:00:00Z,title_description
video_016511,2018-08-22T10:35:53Z,157,0,0,Cydalima_perspectalis,Spain,Insects,established,observada,Post-Introduction,Detection,Detection,2014,2014-06-01T00:00:00Z,title_description
video_001410,2024-04-18T07:10:01Z,51,2,0,Cydalima_perspectalis,Spain,Insects,established,invasores,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_001410,2024-04-18T07:10:01Z,51,2,0,Cydalima_perspectalis,Spain,Insects,established,invasores,Post-Introduction,Invasion,Invasion,2014,2014-06-01T00:00:00Z,title_description
video_016087,2021-05-18T07:30:54Z,1202,3,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_008544,2023-03-16T12:14:58Z,6511,95,2,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_008544,2023-03-16T12:14:58Z,6511,95,2,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_009465,2020-06-14T20:17:38Z,2692,56,3,Delottococcus_aberiae,Spain,Insects,alien,afectando,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_000645,2021-09-22T07:27:11Z,606,6,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_000645,2021-09-22T07:27:11Z,606,6,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_009102,2023-03-09T08:34:52Z,674,3,0,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_000849,2021-07-19T09:30:33Z,21,0,0,Delottococcus_aberiae,Spain,Insects,alien,proliferacion,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_006885,2021-08-30T06:23:27Z,1065,20,,Delottococcus_aberiae,Spain,Insects,alien,controlar,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_006885,2021-08-30T06:23:27Z,1065,20,,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_009448,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_009448,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_009448,2021-05-06T10:31:55Z,1819,7,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_009613,2021-08-22T04:41:39Z,369,19,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_009613,2021-08-22T04:41:39Z,369,19,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_014673,2022-04-06T10:00:24Z,158,3,0,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_014673,2022-04-06T10:00:24Z,158,3,0,Delottococcus_aberiae,Spain,Insects,alien,expansion,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_014673,2022-04-06T10:00:24Z,158,3,0,Delottococcus_aberiae,Spain,Insects,alien,visto,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_014673,2022-04-06T10:00:24Z,158,3,0,Delottococcus_aberiae,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2009,2009-06-01T00:00:00Z,title_description
video_003552,2020-06-17T10:00:11Z,95,18,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_003552,2020-06-17T10:00:11Z,95,18,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_010681,2025-06-02T14:00:54Z,453,1,0,Delottococcus_aberiae,Spain,Insects,alien,plagas,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_009729,2022-03-30T12:00:32Z,206,3,0,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
video_003906,2020-06-26T10:46:39Z,7858,38,1,Delottococcus_aberiae,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2009,2009-06-01T00:00:00Z,title_description
